127.0.0.1 - - [19/Oct/2019:14:16:50 +0000] "POST /wp-cron.php?doing_wp_cron=1571494610.0675621032714843750000 HTTP/1.0" 200 0 "http://gymfitness.local/wp-cron.php?doing_wp_cron=1571494610.0675621032714843750000" "WordPress/5.2.4; http://gymfitness.local"
127.0.0.1 - - [19/Oct/2019:14:16:50 +0000] "GET /2019/10/19/hello-world/ HTTP/1.0" 200 17905 "http://gymfitness.local/2019/10/19/hello-world/" "WordPress/5.2.4; http://gymfitness.local"
127.0.0.1 - - [19/Oct/2019:14:17:52 +0000] "GET / HTTP/1.0" 200 10861 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:14:17:53 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://gymfitness.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:00:40 +0000] "GET /wp-admin HTTP/1.0" 301 178 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:00:40 +0000] "POST /wp-cron.php?doing_wp_cron=1571500840.4919660091400146484375 HTTP/1.0" 200 0 "http://gymfitness.local/wp-cron.php?doing_wp_cron=1571500840.4919660091400146484375" "WordPress/5.2.4; http://gymfitness.local"
127.0.0.1 - - [19/Oct/2019:16:00:40 +0000] "GET /wp-admin/ HTTP/1.0" 302 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:00:40 +0000] "GET /wp-login.php?redirect_to=http%3A%2F%2Fgymfitness.local%2Fwp-admin%2F&reauth=1 HTTP/1.0" 200 3237 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:00:41 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://gymfitness.local/wp-login.php?redirect_to=http%3A%2F%2Fgymfitness.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:00:45 +0000] "POST /wp-login.php HTTP/1.0" 302 0 "http://gymfitness.local/wp-login.php?redirect_to=http%3A%2F%2Fgymfitness.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:00:47 +0000] "GET /wp-admin/ HTTP/1.0" 200 57260 "http://gymfitness.local/wp-login.php?redirect_to=http%3A%2F%2Fgymfitness.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:00:47 +0000] "GET /wp-admin/load-scripts.php?c=0&load%5B%5D=jquery-core,jquery-migrate,utils&ver=5.2.4 HTTP/1.0" 200 108792 "http://gymfitness.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:00:47 +0000] "GET /wp-admin/load-styles.php?c=0&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5B%5D=,site-icon,l10n,buttons,wp-auth-check&ver=5.2.4 HTTP/1.0" 200 340755 "http://gymfitness.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:00:47 +0000] "GET /wp-admin/load-scripts.php?c=0&load%5B%5D=hoverIntent,common,admin-bar,wp-ajax-response,jquery-color,wp-lists,quicktags,jquery-query,admin-comments,jquery-ui-core,jquery-&load%5B%5D=ui-widget,jquery-ui-mouse,jquery-ui-sortable,postbox,underscore,wp-util,wp-sanitize,wp-a11y,dashboard,thickbox,plugin-install,up&load%5B%5D=dates,shortcode,media-upload,svg-painter&ver=5.2.4 HTTP/1.0" 200 201624 "http://gymfitness.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:00:48 +0000] "POST /wp-cron.php?doing_wp_cron=1571500848.1250419616699218750000 HTTP/1.0" 200 0 "http://gymfitness.local/wp-cron.php?doing_wp_cron=1571500848.1250419616699218750000" "WordPress/5.2.4; http://gymfitness.local"
127.0.0.1 - - [19/Oct/2019:16:00:48 +0000] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=1&_ajax_nonce=ae5873ea4d&1571500848012 HTTP/1.0" 200 1114 "http://gymfitness.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:00:48 +0000] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=2&_ajax_nonce=ae5873ea4d&1571500848345 HTTP/1.0" 200 572 "http://gymfitness.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:00:48 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://gymfitness.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:00:48 +0000] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=yes&_ajax_nonce=ae5873ea4d&1571500848373 HTTP/1.0" 200 1 "http://gymfitness.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:00:49 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 88 "http://gymfitness.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:00:51 +0000] "GET /wp-admin/admin-ajax.php?action=dashboard-widgets&widget=dashboard_primary&pagenow=dashboard HTTP/1.0" 200 841 "http://gymfitness.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:00:53 +0000] "GET /wp-admin/themes.php HTTP/1.0" 200 46388 "http://gymfitness.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:00:53 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=jquery-core,jquery-migrate,utils&ver=5.2.4 HTTP/1.0" 200 108792 "http://gymfitness.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:00:54 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5B%5D=,site-icon,l10n,buttons,wp-auth-check&ver=5.2.4 HTTP/1.0" 200 340755 "http://gymfitness.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:00:54 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,thickbox,underscore,backbone,wp-util,wp-backbone,wp-sanitize,wp-a11y,customize-base,theme,updates,s&load%5B%5D=vg-painter&ver=5.2.4 HTTP/1.0" 200 156624 "http://gymfitness.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:00:54 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://gymfitness.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:00:55 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://gymfitness.local/wp-admin/themes.php?theme=gymfitness" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:00:55 +0000] "GET /wp-admin/undefined HTTP/1.0" 404 15909 "http://gymfitness.local/wp-admin/themes.php?theme=gymfitness" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:01:03 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://gymfitness.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:01:12 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 97 "http://gymfitness.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:01:14 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://gymfitness.local/wp-admin/themes.php?theme=gymfitness" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:01:14 +0000] "GET /wp-admin/undefined HTTP/1.0" 404 15658 "http://gymfitness.local/wp-admin/themes.php?theme=gymfitness" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:01:16 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://gymfitness.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:01:25 +0000] "GET /wp-admin/themes.php HTTP/1.0" 200 44763 "http://gymfitness.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:01:25 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://gymfitness.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:02:10 +0000] "GET /wp-admin/themes.php HTTP/1.0" 200 44766 "http://gymfitness.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:02:10 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://gymfitness.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:02:30 +0000] "GET /wp-admin/themes.php HTTP/1.0" 200 44770 "http://gymfitness.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
127.0.0.1 - - [19/Oct/2019:16:02:30 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://gymfitness.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36 OPR/63.0.3368.56078"
